,,,,,,,,,
,Дата,Заказчик,Город,Регион,Категория,Товар,Цена за штуку,Количество,Выручка
,2/5/2021,NutriFix,Бремен,Север,Сыры,Филадельфия ,"0,89",49,"43,61"
,2/5/2021,Cooking Corner,Дрезден,Восток,Консервы,Килька в томате,"0,89",79,"70,31"
,2/5/2021,Cooking Corner,Дрезден,Восток,Масла,Оливковое масло,"1,7",36,"61,2"
,2/5/2021,foodbite,Дрезден,Восток,Сыры,Гауда,"1,59",151,"240,09"
,2/6/2021,Cooking Corner,Бремен,Север,Масла,Подсолнечное масло,"1,19",190,"226,1"
,2/6/2021,Cooking Corner,Бремен,Север,Сладости,Мармелад,"0,6",112,"67,2"
,2/6/2021,mymeal,Дрезден,Восток,Сухофрукты,Курага,"1,19",34,"40,46"
,2/6/2021,NutriFix,Дрезден,Восток,Масла,Оливковое масло,"1,7",21,"35,7"
,2/6/2021,foodbite,Кёльн,Запад,Сладости,Зефир,"0,65",113,"73,45"
,2/6/2021,mymeal,Кёльн,Запад,Специи,Базилик,"0,7",38,"26,6"
,2/6/2021,NutriFix,Кёльн,Запад,Сухофрукты,Сушеные яблоки,"1,09",60,"65,4"
,2/6/2021,Gold Food,Франкфурт,Запад,Сладости,Мармелад,"0,6",45,27
,2/6/2021,Go Bio,Франкфурт,Запад,Масла,Оливковое масло,"1,7",20,34
,2/6/2021,Go Bio,Франкфурт,Запад,Сухофрукты,Изюм,"0,99",29,"28,71"
,2/6/2021,Cooking Corner,Штутгарт,Юг,Напитки,Черный чай,"0,99",556,"550,44"
,2/6/2021,foodbite,Штутгарт,Юг,Напитки,Черный чай,"0,99",422,"417,78"
,2/6/2021,Organica,Бремен,Север,Крупы,Гречка,"1,4",55,77
,2/6/2021,mymeal,Франкфурт,Запад,Консервы,Шпроты,"1,15",49,"56,35"
,2/6/2021,Organica,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",26,"30,94"
,2/6/2021,NutriFix,Штутгарт,Юг,Сладости,Шоколад,"0,55",476,"261,8"
,2/6/2021,NutriFix,Гамбург,Север,Напитки,Кофе,"5,5",185,"1017,5"
,2/6/2021,NutriFix,Бремен,Север,Консервы,Говядина тушеная,"1,19",26,"30,94"
,2/6/2021,Go Bio,Штутгарт,Юг,Крупы,Гречка,"1,4",114,"159,6"
,2/7/2021,foodbite,Бремен,Север,Специи,Черный перец,"0,59",216,"127,44"
,2/7/2021,foodbite,Кёльн,Запад,Напитки,Зеленый чай,"0,95",191,"181,45"
,2/7/2021,mymeal,Кёльн,Запад,Специи,Кориандр,"0,65",22,"14,3"
,2/7/2021,Sweetables,Кёльн,Запад,Крупы,Рис,"0,96",263,"252,48"
,2/7/2021,NutriFix,Кёльн,Запад,Сладости,Шоколад,"0,55",387,"212,85"
,2/7/2021,Organica,Кёльн,Запад,Масла,Сливочное масло,"1,5",138,207
,2/7/2021,Organica,Кёльн,Запад,Крупы,Перловка,"1,2",173,"207,6"
,2/7/2021,Go Bio,Кёльн,Запад,Сухофрукты,Курага,"1,19",44,"52,36"
,2/7/2021,Go Bio,Кёльн,Запад,Сухофрукты,Курага,"1,19",57,"67,83"
,2/7/2021,Sweetables,Франкфурт,Запад,Сладости,Шоколад,"0,55",148,"81,4"
,2/7/2021,Sweetables,Франкфурт,Запад,Консервы,Килька в томате,"0,89",41,"36,49"
,2/7/2021,Sweetables,Франкфурт,Запад,Крупы,Рис,"0,96",109,"104,64"
,2/7/2021,Go Bio,Франкфурт,Запад,Консервы,Шпроты,"1,15",17,"19,55"
,2/7/2021,Organica,Штутгарт,Юг,Сладости,Шоколад,"0,55",366,"201,3"
,2/7/2021,foodbite,Гамбург,Север,Крупы,Гречка,"1,4",304,"425,6"
,2/7/2021,Cooking Corner,Бремен,Север,Сладости,Зефир,"0,65",43,"27,95"
,2/7/2021,Organica,Бремен,Север,Крупы,Гречка,"1,4",55,77
,2/7/2021,Sweetables,Дрезден,Восток,Сладости,Мармелад,"0,6",47,"28,2"
,2/7/2021,Sweetables,Дрезден,Восток,Сладости,Зефир,"0,65",25,"16,25"
,2/7/2021,Sweetables,Дрезден,Восток,Специи,Базилик,"0,7",25,"17,5"
,2/7/2021,Go Bio,Дрезден,Восток,Напитки,Черный чай,"0,99",81,"80,19"
,2/7/2021,Go Bio,Дрезден,Восток,Сухофрукты,Изюм,"0,99",30,"29,7"
,2/7/2021,Cooking Corner,Кёльн,Запад,Крупы,Рис,"0,96",672,"645,12"
,2/7/2021,NutriFix,Кёльн,Запад,Консервы,Говядина тушеная,"1,19",31,"36,89"
,2/7/2021,mymeal,Франкфурт,Запад,Напитки,Черный чай,"0,99",151,"149,49"
,2/7/2021,Sweetables,Франкфурт,Запад,Масла,Подсолнечное масло,"1,19",172,"204,68"
,2/7/2021,Sweetables,Штутгарт,Юг,Масла,Подсолнечное масло,"1,19",218,"259,42"
,2/7/2021,Organica,Штутгарт,Юг,Консервы,Говядина тушеная,"1,19",58,"69,02"
,2/7/2021,Organica,Штутгарт,Юг,Напитки,Зеленый чай,"0,95",74,"70,3"
,2/7/2021,Organica,Штутгарт,Юг,Сладости,Шоколад,"0,55",386,"212,3"
,2/8/2021,foodbite,Бремен,Север,Сухофрукты,Курага,"1,19",50,"59,5"
,2/8/2021,Cooking Corner,Гамбург,Север,Крупы,Гречка,"1,4",336,"470,4"
,2/8/2021,Sweetables,Кёльн,Запад,Консервы,Шпроты,"1,15",47,"54,05"
,2/8/2021,NutriFix,Кёльн,Запад,Крупы,Рис,"0,96",251,"240,96"
,2/8/2021,foodbite,Франкфурт,Запад,Сухофрукты,Изюм,"0,99",100,99
,2/8/2021,foodbite,Дрезден,Восток,Консервы,Килька в томате,"0,89",75,"66,75"
,2/8/2021,foodbite,Дрезден,Восток,Консервы,Килька в томате,"0,89",59,"52,51"
,2/8/2021,Organica,Берлин,Восток,Специи,Базилик,"0,7",95,"66,5"
,2/8/2021,foodbite,Кёльн,Запад,Консервы,Килька в томате,"0,89",149,"132,61"
,2/8/2021,Go Bio,Кёльн,Запад,Консервы,Шпроты,"1,15",67,"77,05"
,2/8/2021,Go Bio,Кёльн,Запад,Консервы,Килька в томате,"0,89",73,"64,97"
,2/8/2021,Gold Food,Штутгарт,Юг,Консервы,Шпроты,"1,15",64,"73,6"
,2/8/2021,Sweetables,Дрезден,Восток,Сладости,Мармелад,"0,6",40,24
,2/8/2021,Cooking Corner,Гамбург,Север,Специи,Кориандр,"0,65",59,"38,35"
,2/8/2021,foodbite,Гамбург,Север,Специи,Черный перец,"0,59",412,"243,08"
,2/8/2021,Cooking Corner,Бремен,Север,Масла,Подсолнечное масло,"1,19",185,"220,15"
,2/8/2021,Organica,Бремен,Север,Специи,Кориандр,"0,65",10,"6,5"
,2/8/2021,Organica,Бремен,Север,Масла,Сливочное масло,"1,5",91,"136,5"
,2/8/2021,Organica,Берлин,Восток,Сухофрукты,Сушеные яблоки,"1,09",169,"184,21"
,2/8/2021,foodbite,Штутгарт,Юг,Сыры,Филадельфия ,"0,89",236,"210,04"
,2/8/2021,Organica,Дрезден,Восток,Сыры,Моцарелла,"0,59",43,"25,37"
,2/8/2021,Cooking Corner,Кёльн,Запад,Масла,Сливочное масло,"1,5",334,501
,2/8/2021,Sweetables,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",35,"38,15"
,2/8/2021,mymeal,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",28,"30,52"
,2/8/2021,mymeal,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",36,"39,24"
,2/9/2021,Gold Food,Дрезден,Восток,Сладости,Шоколад,"0,55",125,"68,75"
,2/9/2021,Organica,Берлин,Восток,Напитки,Черный чай,"0,99",235,"232,65"
,2/9/2021,Go Bio,Кёльн,Запад,Сыры,Моцарелла,"0,59",101,"59,59"
,2/9/2021,Sweetables,Дрезден,Восток,Консервы,Килька в томате,"0,89",30,"26,7"
,2/9/2021,foodbite,Штутгарт,Юг,Сладости,Мармелад,"0,6",154,"92,4"
,2/9/2021,Organica,Бремен,Север,Консервы,Говядина тушеная,"1,19",14,"16,66"
,2/9/2021,mymeal,Дрезден,Восток,Масла,Оливковое масло,"1,7",20,34
,2/9/2021,Cooking Corner,Берлин,Восток,Сухофрукты,Изюм,"0,99",567,"561,33"
,2/9/2021,Cooking Corner,Берлин,Восток,Специи,Базилик,"0,7",162,"113,4"
,2/9/2021,Cooking Corner,Мюнхен,Юг,Сыры,Филадельфия ,"0,89",190,"169,1"
,2/9/2021,Gold Food,Бремен,Север,Консервы,Шпроты,"1,15",45,"51,75"
,2/9/2021,Organica,Дрезден,Восток,Сыры,Филадельфия ,"0,89",32,"28,48"
,2/9/2021,Gold Food,Гамбург,Север,Сухофрукты,Изюм,"0,99",184,"182,16"
,2/9/2021,Gold Food,Гамбург,Север,Масла,Подсолнечное масло,"1,19",413,"491,47"
,2/9/2021,Organica,Кёльн,Запад,Специи,Кориандр,"0,65",23,"14,95"
,2/9/2021,Cooking Corner,Франкфурт,Запад,Крупы,Рис,"0,96",319,"306,24"
,2/9/2021,foodbite,Франкфурт,Запад,Напитки,Зеленый чай,"0,95",172,"163,4"
,2/9/2021,NutriFix,Гамбург,Север,Напитки,Черный чай,"0,99",138,"136,62"
,2/9/2021,NutriFix,Гамбург,Север,Консервы,Килька в томате,"0,89",174,"154,86"
,2/9/2021,foodbite,Франкфурт,Запад,Специи,Черный перец,"0,59",141,"83,19"
,2/9/2021,foodbite,Франкфурт,Запад,Масла,Сливочное масло,"1,5",256,384
,2/10/2021,foodbite,Берлин,Восток,Сухофрукты,Курага,"1,19",348,"414,12"
,2/10/2021,mymeal,Гамбург,Север,Напитки,Зеленый чай,"0,95",536,"509,2"
,2/10/2021,mymeal,Гамбург,Север,Напитки,Зеленый чай,"0,95",327,"310,65"
,2/10/2021,Cooking Corner,Бремен,Север,Масла,Оливковое масло,"1,7",64,"108,8"
,2/10/2021,mymeal,Гамбург,Север,Сладости,Шоколад,"0,55",416,"228,8"
,2/10/2021,mymeal,Дрезден,Восток,Консервы,Шпроты,"1,15",34,"39,1"
,2/10/2021,Cooking Corner,Берлин,Восток,Напитки,Зеленый чай,"0,95",1079,"1025,05"
,2/10/2021,Cooking Corner,Мюнхен,Юг,Напитки,Зеленый чай,"0,95",678,"644,1"
,2/10/2021,Sweetables,Берлин,Восток,Специи,Черный перец,"0,59",494,"291,46"
,2/10/2021,Gold Food,Франкфурт,Запад,Крупы,Перловка,"1,2",65,78
,2/10/2021,mymeal,Штутгарт,Юг,Специи,Кориандр,"0,65",22,"14,3"
,2/10/2021,mymeal,Штутгарт,Юг,Сухофрукты,Курага,"1,19",114,"135,66"
,2/10/2021,Gold Food,Бремен,Север,Консервы,Шпроты,"1,15",30,"34,5"
,2/10/2021,Cooking Corner,Дрезден,Восток,Консервы,Шпроты,"1,15",42,"48,3"
,2/10/2021,foodbite,Дрезден,Восток,Консервы,Говядина тушеная,"1,19",22,"26,18"
,2/10/2021,foodbite,Дрезден,Восток,Крупы,Гречка,"1,4",95,133
,2/10/2021,Sweetables,Берлин,Восток,Крупы,Рис,"0,96",664,"637,44"
,2/10/2021,Sweetables,Берлин,Восток,Специи,Кориандр,"0,65",48,"31,2"
,2/10/2021,Gold Food,Гамбург,Север,Сладости,Зефир,"0,65",72,"46,8"
,2/10/2021,foodbite,Мюнхен,Юг,Напитки,Кофе,"5,5",243,"1336,5"
,2/10/2021,NutriFix,Мюнхен,Юг,Сухофрукты,Изюм,"0,99",141,"139,59"
,2/10/2021,NutriFix,Мюнхен,Юг,Специи,Кориандр,"0,65",42,"27,3"
,2/10/2021,Organica,Кёльн,Запад,Масла,Сливочное масло,"1,5",185,"277,5"
,2/10/2021,Cooking Corner,Франкфурт,Запад,Сладости,Мармелад,"0,6",89,"53,4"
,2/10/2021,foodbite,Франкфурт,Запад,Масла,Подсолнечное масло,"1,19",179,"213,01"
,2/10/2021,Go Bio,Франкфурт,Запад,Масла,Сливочное масло,"1,5",123,"184,5"
,2/10/2021,Go Bio,Франкфурт,Запад,Сыры,Моцарелла,"0,59",62,"36,58"
,2/10/2021,NutriFix,Гамбург,Север,Масла,Оливковое масло,"1,7",95,"161,5"
,2/10/2021,mymeal,Штутгарт,Юг,Масла,Сливочное масло,"1,5",256,384
,2/10/2021,Go Bio,Берлин,Восток,Консервы,Килька в томате,"0,89",200,178
,2/10/2021,foodbite,Мюнхен,Юг,Консервы,Килька в томате,"0,89",272,"242,08"
,2/10/2021,foodbite,Франкфурт,Запад,Специи,Кориандр,"0,65",20,13
,2/11/2021,foodbite,Берлин,Восток,Консервы,Шпроты,"1,15",177,"203,55"
,2/11/2021,mymeal,Гамбург,Север,Масла,Сливочное масло,"1,5",373,"559,5"
,2/11/2021,Go Bio,Мюнхен,Юг,Сладости,Шоколад,"0,55",469,"257,95"
,2/11/2021,Cooking Corner,Бремен,Север,Масла,Подсолнечное масло,"1,19",203,"241,57"
,2/11/2021,Cooking Corner,Дрезден,Восток,Крупы,Рис,"0,96",243,"233,28"
,2/11/2021,Gold Food,Дрезден,Восток,Консервы,Килька в томате,"0,89",41,"36,49"
,2/11/2021,Organica,Берлин,Восток,Крупы,Рис,"0,96",497,"477,12"
,2/11/2021,Go Bio,Бремен,Север,Консервы,Килька в томате,"0,89",44,"39,16"
,2/11/2021,foodbite,Мюнхен,Юг,Сухофрукты,Курага,"1,19",120,"142,8"
,2/11/2021,Sweetables,Берлин,Восток,Сладости,Шоколад,"0,55",660,363
,2/11/2021,foodbite,Франкфурт,Запад,Напитки,Кофе,"5,5",97,"533,5"
,2/11/2021,Gold Food,Франкфурт,Запад,Сухофрукты,Сушеные яблоки,"1,09",27,"29,43"
,2/11/2021,Gold Food,Франкфурт,Запад,Консервы,Килька в томате,"0,89",41,"36,49"
,2/11/2021,mymeal,Штутгарт,Юг,Напитки,Зеленый чай,"0,95",254,"241,3"
,2/11/2021,NutriFix,Франкфурт,Запад,Консервы,Шпроты,"1,15",41,"47,15"
,2/11/2021,NutriFix,Франкфурт,Запад,Напитки,Кофе,"5,5",23,"126,5"
,2/11/2021,Go Bio,Франкфурт,Запад,Сухофрукты,Курага,"1,19",37,"44,03"
,2/11/2021,Gold Food,Бремен,Север,Консервы,Килька в томате,"0,89",43,"38,27"
,2/11/2021,Cooking Corner,Дрезден,Восток,Масла,Подсолнечное масло,"1,19",164,"195,16"
,2/11/2021,Cooking Corner,Дрезден,Восток,Напитки,Зеленый чай,"0,95",53,"50,35"
,2/11/2021,foodbite,Берлин,Восток,Напитки,Зеленый чай,"0,95",830,"788,5"
,2/11/2021,foodbite,Берлин,Восток,Напитки,Кофе,"5,5",600,3300
,2/11/2021,foodbite,Мюнхен,Юг,Масла,Подсолнечное масло,"1,19",720,"856,8"
,2/11/2021,Organica,Кёльн,Запад,Сыры,Филадельфия ,"0,89",100,89
,2/11/2021,Organica,Франкфурт,Запад,Консервы,Килька в томате,"0,89",29,"25,81"
,2/11/2021,Go Bio,Франкфурт,Запад,Сухофрукты,Изюм,"0,99",38,"37,62"
,2/11/2021,Cooking Corner,Штутгарт,Юг,Сухофрукты,Курага,"1,19",158,"188,02"
,2/11/2021,foodbite,Бремен,Север,Сухофрукты,Курага,"1,19",71,"84,49"
,2/11/2021,foodbite,Берлин,Восток,Напитки,Черный чай,"0,99",649,"642,51"
,2/11/2021,mymeal,Штутгарт,Юг,Сыры,Филадельфия ,"0,89",146,"129,94"
,2/11/2021,mymeal,Берлин,Восток,Сухофрукты,Курага,"1,19",267,"317,73"
,2/11/2021,Sweetables,Мюнхен,Юг,Крупы,Гречка,"1,4",170,238
,2/11/2021,Go Bio,Франкфурт,Запад,Сухофрукты,Курага,"1,19",30,"35,7"
,2/11/2021,mymeal,Берлин,Восток,Специи,Кориандр,"0,65",48,"31,2"
,2/12/2021,Cooking Corner,Гамбург,Север,Масла,Сливочное масло,"1,5",775,"1162,5"
,2/12/2021,Cooking Corner,Гамбург,Север,Сухофрукты,Сушеные яблоки,"1,09",288,"313,92"
,2/12/2021,Gold Food,Мюнхен,Юг,Консервы,Шпроты,"1,15",105,"120,75"
,2/12/2021,Gold Food,Мюнхен,Юг,Сладости,Зефир,"0,65",44,"28,6"
